customer_zone_id,customer_city,customer_state,demand,customer_latitude,customer_longitude,avg_freight_value_x,avg_actual_distance_km_x,seller_center_id,seller_zip_code_prefix,seller_city,seller_state,historical_orders,seller_latitude,seller_longitude,avg_freight_value_y,avg_actual_distance_km_y,warehouse_capacity,capacity_utilization_if_proportional,distance_km,cost_per_km_per_order,transportation_cost
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_14940_ibitinga_SP,14940,ibitinga,SP,7595,-21.75732063771276,-48.82974353343716,17.77237788018433,539.5559178849824,17934,0.42349726775956287,302.44740681751847,1.0,5250184.534945304
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_5849_sao_paulo_SP,5849,sao paulo,SP,2004,-23.65236617784017,-46.75575337195746,13.733612774451098,600.1033323270341,4732,0.4234995773457312,15.300011876026396,1.0,265592.9061559422
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_15025_sao_jose_do_rio_preto_SP,15025,sao jose do rio preto,SP,1998,-20.80670693101839,-49.389164535249215,18.31210710710711,691.0924322160539,4717,0.4235743057027772,418.3274580595904,1.0,7261746.34445643
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_9015_santo_andre_SP,9015,santo andre,SP,1710,-23.659363636440848,-46.52318334052176,14.45021052631579,609.9358286132139,4037,0.4235818677235571,14.886073819668445,1.0,258407.35543562454
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_13405_piracicaba_SP,13405,piracicaba,SP,1562,-22.708702100662567,-47.66470085247146,16.162823303457106,402.10211782744506,3688,0.4235357917570499,142.560240107491,1.0,2474703.2080259365
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_4782_sao_paulo_SP,4782,sao paulo,SP,1485,-23.69101304628181,-46.703810106207634,16.803589225589224,488.1816857357616,3506,0.4235596120935539,15.031276304620468,1.0,260927.9253719067
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_8577_itaquaquecetuba_SP,8577,itaquaquecetuba,SP,1441,-23.48611145466222,-46.36672076531711,37.76691880638445,547.6086022236634,3402,0.4235743680188125,28.86161710650826,1.0,501008.8113518769
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_3204_sao_paulo_SP,3204,sao paulo,SP,1415,-23.59549859480055,-46.55972696351708,23.732226148409893,569.47353801252,3341,0.4235258904519605,7.996017015853918,1.0,138802.85937820817
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_4160_sao_paulo_SP,4160,sao paulo,SP,1210,-23.62547545562188,-46.61200044104113,14.520239669421484,666.5871107099737,2857,0.42352117605880296,6.3522080313631735,1.0,110267.97921643333
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_13232_campo_limpo_paulista_SP,13232,campo limpo paulista,SP,1177,-23.21174633273221,-46.762875138051314,19.43606627017842,508.7518574552949,2779,0.4235336451961137,42.164287108484075,1.0,731929.859916175
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_3426_sao_paulo_SP,3426,sao paulo,SP,1152,-23.552336441109286,-46.53686856423848,17.834270833333335,622.6592477369251,2720,0.4235294117647059,10.12581443897704,1.0,175774.01284620244
sao_paulo_SP,sao paulo,SP,17359,-23.57198126314417,-46.63387579716769,14.275695604585517,217.0200840649138,FC_14840_guariba_SP,14840,guariba,SP,1147,-21.36350170979939,-48.22960077888057,17.43456843940715,610.5904937641259,2708,0.42355982274741505,295.27231883244707,1.0,5125632.182612449
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_14940_ibitinga_SP,14940,ibitinga,SP,7595,-21.75732063771276,-48.82974353343716,17.77237788018433,539.5559178849824,17934,0.42349726775956287,581.1537152448367,1.0,4396427.85582719
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_5849_sao_paulo_SP,5849,sao paulo,SP,2004,-23.65236617784017,-46.75575337195746,13.733612774451098,600.1033323270341,4732,0.4234995773457312,360.0147698731056,1.0,2723511.7340900437
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_15025_sao_jose_do_rio_preto_SP,15025,sao jose do rio preto,SP,1998,-20.80670693101839,-49.389164535249215,18.31210710710711,691.0924322160539,4717,0.4235743057027772,668.8810112446783,1.0,5060084.850065991
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_9015_santo_andre_SP,9015,santo andre,SP,1710,-23.659363636440848,-46.52318334052176,14.45021052631579,609.9358286132139,4037,0.4235818677235571,337.0943160154925,1.0,2550118.500657201
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_13405_piracicaba_SP,13405,piracicaba,SP,1562,-22.708702100662567,-47.66470085247146,16.162823303457106,402.10211782744506,3688,0.4235357917570499,445.806840691509,1.0,3372528.749831266
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_4782_sao_paulo_SP,4782,sao paulo,SP,1485,-23.69101304628181,-46.703810106207634,16.803589225589224,488.1816857357616,3506,0.4235596120935539,355.8048749880072,1.0,2691663.8792842748
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_8577_itaquaquecetuba_SP,8577,itaquaquecetuba,SP,1441,-23.48611145466222,-46.36672076531711,37.76691880638445,547.6086022236634,3402,0.4235743680188125,317.46313839755567,1.0,2401608.6419775086
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_3204_sao_paulo_SP,3204,sao paulo,SP,1415,-23.59549859480055,-46.55972696351708,23.732226148409893,569.47353801252,3341,0.4235258904519605,339.1588693626413,1.0,2565736.8467283817
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_4160_sao_paulo_SP,4160,sao paulo,SP,1210,-23.62547545562188,-46.61200044104113,14.520239669421484,666.5871107099737,2857,0.42352117605880296,345.0708318555459,1.0,2610460.842987205
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_13232_campo_limpo_paulista_SP,13232,campo limpo paulista,SP,1177,-23.21174633273221,-46.762875138051314,19.43606627017842,508.7518574552949,2779,0.4235336451961137,353.54123281684707,1.0,2674539.4262594483
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_3426_sao_paulo_SP,3426,sao paulo,SP,1152,-23.552336441109286,-46.53686856423848,17.834270833333335,622.6592477369251,2720,0.4235294117647059,335.9022508253506,1.0,2541100.527493777
rio_de_janeiro_RJ,rio de janeiro,RJ,7565,-22.923627372866665,-43.32121979612897,20.56969861202908,468.0312882506144,FC_14840_guariba_SP,14840,guariba,SP,1147,-21.36350170979939,-48.22960077888057,17.43456843940715,610.5904937641259,2708,0.42355982274741505,534.4253340997725,1.0,4042927.652464779
belo_horizonte_MG,belo horizonte,MG,3077,-19.90993560640339,-43.95637970582333,19.41549886252844,521.7092413952192,FC_14940_ibitinga_SP,14940,ibitinga,SP,7595,-21.75732063771276,-48.82974353343716,17.77237788018433,539.5559178849824,17934,0.42349726775956287,546.4891564431355,1.0,1681547.1343755277
belo_horizonte_MG,belo horizonte,MG,3077,-19.90993560640339,-43.95637970582333,19.41549886252844,521.7092413952192,FC_5849_sao_paulo_SP,5849,sao paulo,SP,2004,-23.65236617784017,-46.75575337195746,13.733612774451098,600.1033323270341,4732,0.4234995773457312,506.633602771316,1.0,1558911.5957273394
